date;time;sale_point_number;operation_number;sum_operation
02.06.2018;15:00;office10;362;88485.21
19.08.2018;21:00;office9;363;75782.37
26.07.2018;04:00;office2;364;49280.28
17.09.2018;05:00;office16;365;54597.15
26.02.2018;04:00;office8;366;88591.17
11.02.2018;16:00;office14;367;49941.37
27.10.2018;13:00;office7;368;59790.15
21.08.2018;18:00;office5;369;31163.23
20.07.2018;18:00;office14;370;96890.13
15.09.2018;22:00;office11;371;63541.34
12.08.2018;06:00;office3;372;87613.45
04.08.2018;09:00;office13;373;74646.14
20.07.2018;03:00;office6;374;86840.15
22.09.2018;17:00;office10;375;61733.33
24.05.2018;01:00;office5;376;28561.38
29.06.2018;04:00;office9;377;74845.3
11.08.2018;23:00;office1;378;49507.15
27.10.2018;16:00;office13;379;80973.42
31.05.2018;20:00;office12;380;15310.3
23.06.2018;06:00;office8;381;13719.22
24.04.2018;02:00;office7;382;87718.33
06.03.2018;21:00;office8;383;22239.18
06.07.2018;22:00;office16;384;54318.47
06.01.2018;15:00;office5;385;22908.42
23.01.2018;17:00;office10;386;21831.41
25.08.2018;05:00;office15;387;42681.15
08.01.2018;05:00;office11;388;99267.43
28.04.2018;12:00;office2;389;72535.39
21.02.2018;01:00;office9;390;43957.19
18.07.2018;20:00;office10;391;80390.23
16.02.2018;03:00;office6;392;93476.23
13.05.2018;04:00;office6;393;69851.27
10.11.2018;08:00;office6;394;56806.23
08.09.2018;23:00;office5;395;97028.32
02.12.2018;05:00;office8;396;86443.27
20.01.2018;11:00;office7;397;71223.12
22.11.2018;02:00;office16;398;93551.25
21.12.2018;07:00;office12;399;31135.31
28.03.2018;11:00;office11;400;37740.44
04.02.2018;19:00;office6;401;79484.16
10.07.2018;13:00;office5;402;54474.37
13.01.2018;12:00;office14;403;54903.37
30.12.2018;18:00;office1;404;73833.13
25.06.2018;14:00;office7;405;12710.27
15.05.2018;06:00;office5;406;12758.33
22.01.2018;16:00;office6;407;73952.47
20.08.2018;05:00;office5;408;32517.18
21.12.2018;21:00;office3;409;31884.35
18.05.2018;18:00;office4;410;50407.17
29.11.2018;00:00;office5;411;29337.5
27.05.2018;23:00;office5;412;84454.32
13.04.2018;05:00;office1;413;38059.3
02.08.2018;13:00;office12;414;73560.16
25.06.2018;15:00;office1;415;43228.45
06.02.2018;11:00;office12;416;44656.47
20.04.2018;12:00;office10;417;21382.3
28.10.2018;14:00;office10;418;75404.41
19.03.2018;18:00;office4;419;92083.36
27.02.2018;21:00;office16;420;76302.14
27.01.2018;08:00;office5;421;49141.21
06.02.2018;01:00;office9;422;86130.37
31.01.2018;21:00;office10;423;69887.31
04.01.2018;06:00;office7;424;58215.15
23.02.2018;01:00;office11;425;18021.34
25.01.2018;12:00;office15;426;51773.48
24.05.2018;13:00;office13;427;95720.49
18.01.2018;12:00;office3;428;36433.32
13.08.2018;18:00;office5;429;99045.3
27.04.2018;19:00;office15;430;75535.27
19.09.2018;11:00;office6;431;35799.42
10.09.2018;23:00;office8;432;43836.44
16.07.2018;04:00;office5;433;93751.32
23.12.2018;20:00;office13;434;57533.2
30.09.2018;08:00;office7;435;16684.48
26.10.2018;13:00;office12;436;28305.2
02.03.2018;03:00;office11;437;26551.33
23.11.2018;19:00;office10;438;36973.23
02.05.2018;11:00;office7;439;58117.47
24.07.2018;07:00;office4;440;33504.19
18.10.2018;07:00;office4;441;93143.48
25.03.2018;23:00;office8;442;37127.28
19.05.2018;04:00;office13;443;78070.27
27.10.2018;18:00;office15;444;87182.38
14.07.2018;20:00;office16;445;94975.44
27.06.2018;11:00;office14;446;30096.15
04.07.2018;05:00;office9;447;53895.29
14.09.2018;23:00;office6;448;12328.47
09.02.2018;10:00;office13;449;18498.23
27.01.2018;23:00;office2;450;36703.35
13.02.2018;20:00;office10;451;78355.33
23.01.2018;03:00;office14;452;35261.13
13.11.2018;22:00;office9;453;90527.48
05.06.2018;04:00;office14;454;91777.4
28.07.2018;03:00;office14;455;26496.24
21.11.2018;08:00;office7;456;53287.44
25.07.2018;15:00;office13;457;53493.37
25.09.2018;11:00;office9;458;14570.26
22.08.2018;15:00;office13;459;62690.46
24.12.2018;10:00;office10;460;79076.5
15.10.2018;02:00;office9;461;54430.5
03.01.2018;22:00;office4;462;63262.45
06.01.2018;04:00;office14;463;80441.45
19.04.2018;11:00;office1;464;43694.12
16.12.2018;07:00;office10;465;52999.27
27.02.2018;14:00;office7;466;93065.38
05.03.2018;16:00;office3;467;55103.28
24.11.2018;07:00;office2;468;65203.42
28.04.2018;17:00;office16;469;69606.24
04.05.2018;04:00;office1;470;38639.16
27.12.2018;03:00;office6;471;36064.33
21.10.2018;16:00;office4;472;57731.49
17.03.2018;02:00;office9;473;31010.39
29.03.2018;23:00;office13;474;34692.18
25.02.2018;22:00;office3;475;27519.4
03.04.2018;04:00;office11;476;58430.17
24.07.2018;20:00;office9;477;87505.17
24.11.2018;04:00;office8;478;29172.42
09.11.2018;09:00;office13;479;23743.46
19.03.2018;10:00;office6;480;40710.38
01.09.2018;17:00;office16;481;99499.43
03.01.2018;01:00;office6;482;67802.15
30.01.2018;10:00;office10;483;74296.49
02.11.2018;16:00;office2;484;60210.49
31.07.2018;12:00;office8;485;97535.13
01.08.2018;02:00;office13;486;93288.16
30.07.2018;13:00;office3;487;36189.18
19.03.2018;00:00;office16;488;31459.15
02.04.2018;14:00;office13;489;63653.14
27.07.2018;20:00;office5;490;43070.42
04.05.2018;15:00;office6;491;17395.23
02.09.2018;23:00;office1;492;28901.26
11.01.2018;11:00;office8;493;61557.22
17.06.2018;21:00;office8;494;64573.13
29.04.2018;02:00;office7;495;29079.31
21.01.2018;21:00;office4;496;13042.44
05.10.2018;10:00;office2;497;12390.47
15.09.2018;18:00;office4;498;39568.5
29.12.2018;04:00;office12;499;59524.29
26.04.2018;23:00;office15;500;89941.3
10.03.2018;16:00;office3;501;99411.38
13.04.2018;07:00;office11;502;68699.49
16.11.2018;16:00;office5;503;80136.23
01.12.2018;00:00;office4;504;16827.2
09.07.2018;05:00;office16;505;97143.27
04.12.2018;10:00;office6;506;27526.44
30.12.2018;20:00;office7;507;66217.17
08.03.2018;20:00;office4;508;91390.18
10.11.2018;13:00;office15;509;15917.14
27.11.2018;16:00;office16;510;32392.13
27.01.2018;09:00;office15;511;64907.13
11.11.2018;11:00;office9;512;49391.27
13.11.2018;17:00;office13;513;84722.2
12.01.2018;23:00;office13;514;29668.24
31.08.2018;22:00;office9;515;46635.49
09.04.2018;04:00;office13;516;66074.42
28.07.2018;11:00;office7;517;64805.31
06.04.2018;18:00;office1;518;61648.25
13.10.2018;12:00;office3;519;10512.4
20.10.2018;16:00;office13;520;81815.26
01.01.2018;14:00;office6;521;33335.38
25.11.2018;01:00;office10;522;67698.3
29.12.2018;03:00;office15;523;77784.17
10.12.2018;02:00;office4;524;41831.43
22.07.2018;12:00;office12;525;60950.12
17.12.2018;22:00;office14;526;77719.49
14.03.2018;21:00;office7;527;45299.34
20.09.2018;14:00;office11;528;82700.5
25.11.2018;14:00;office12;529;92979.29
28.02.2018;17:00;office10;530;43977.46
25.11.2018;14:00;office15;531;54576.32
28.09.2018;15:00;office8;532;39486.5
07.09.2018;07:00;office5;533;27540.28
19.11.2018;04:00;office13;534;14362.18
30.10.2018;18:00;office6;535;85144.45
29.08.2018;23:00;office5;536;41568.17
25.01.2018;09:00;office6;537;30650.28
31.03.2018;16:00;office16;538;48101.25
09.05.2018;06:00;office11;539;83530.42
24.11.2018;03:00;office12;540;15705.16
29.05.2018;15:00;office2;541;86494.39
22.07.2018;14:00;office6;542;14352.16
20.11.2018;14:00;office10;543;36354.15
30.04.2018;04:00;office15;544;21525.4
02.07.2018;09:00;office8;545;21530.2
01.08.2018;07:00;office9;546;64237.23
17.07.2018;22:00;office2;547;48812.16
28.09.2018;23:00;office2;548;89190.15
27.08.2018;03:00;office16;549;81590.35
27.11.2018;13:00;office14;550;72445.36
27.07.2018;00:00;office16;551;22405.32
09.03.2018;21:00;office4;552;36485.15
23.06.2018;22:00;office13;553;37932.18
21.05.2018;08:00;office14;554;84139.28
18.10.2018;21:00;office7;555;66811.26
03.03.2018;21:00;office8;556;48511.21
10.11.2018;22:00;office6;557;91905.23
23.08.2018;02:00;office4;558;89937.45
01.07.2018;04:00;office16;559;98189.29
20.07.2018;05:00;office12;560;64691.13
28.12.2018;18:00;office4;561;94937.24
29.09.2018;10:00;office6;562;46944.4
05.02.2018;20:00;office14;563;85720.25
23.04.2018;13:00;office16;564;14216.22
04.03.2018;00:00;office13;565;73425.33
12.06.2018;05:00;office8;566;87916.18
02.04.2018;00:00;office7;567;66976.47
23.08.2018;04:00;office1;568;21179.12
31.10.2018;22:00;office3;569;64421.24
13.06.2018;16:00;office14;570;72235.23
16.05.2018;14:00;office9;571;47697.16
18.02.2018;00:00;office1;572;54241.3
03.02.2018;17:00;office4;573;28440.41
11.05.2018;16:00;office9;574;44855.15
02.03.2018;07:00;office3;575;62405.41
15.04.2018;19:00;office15;576;91884.44
08.12.2018;02:00;office7;577;90115.23
26.03.2018;02:00;office10;578;20135.47
13.08.2018;18:00;office6;579;41682.22
05.04.2018;16:00;office12;580;24505.14
20.01.2018;04:00;office11;581;80060.3
06.01.2018;19:00;office3;582;38099.26
17.10.2018;17:00;office8;583;55264.27
27.08.2018;10:00;office14;584;52750.46
08.02.2018;07:00;office1;585;70807.35
15.11.2018;17:00;office5;586;10794.26
14.08.2018;02:00;office15;587;31985.13
21.09.2018;14:00;office3;588;40885.34
20.06.2018;01:00;office1;589;20919.35
21.01.2018;00:00;office11;590;59483.31
20.01.2018;16:00;office15;591;23220.31
06.05.2018;04:00;office16;592;76479.43
19.04.2018;08:00;office5;593;26372.45
07.03.2018;15:00;office4;594;99664.49
08.08.2018;07:00;office10;595;92105.14
25.09.2018;17:00;office12;596;67914.47
09.07.2018;16:00;office13;597;24177.12
04.09.2018;00:00;office14;598;70467.49
23.10.2018;11:00;office15;599;82749.44
05.08.2018;16:00;office14;600;28021.43
26.06.2018;11:00;office1;601;85331.31
16.08.2018;19:00;office10;602;48268.21
30.04.2018;18:00;office16;603;39438.19
30.10.2018;13:00;office5;604;21380.41
02.09.2018;20:00;office7;605;43841.31
04.03.2018;12:00;office16;606;83308.45
29.09.2018;05:00;office3;607;45983.43
25.05.2018;16:00;office12;608;84730.41
26.04.2018;12:00;office12;609;74884.45
04.03.2018;08:00;office9;610;92315.26
08.07.2018;20:00;office16;611;56398.31
23.10.2018;00:00;office4;612;35392.49
15.10.2018;05:00;office3;613;15805.28
12.01.2018;20:00;office7;614;23341.2
29.08.2018;15:00;office15;615;98011.13
14.07.2018;06:00;office16;616;70297.37
02.04.2018;01:00;office13;617;65019.45
07.01.2018;22:00;office4;618;70331.19
30.08.2018;05:00;office5;619;30287.45
19.07.2018;21:00;office16;620;14357.24
26.05.2018;20:00;office9;621;95079.42
08.03.2018;10:00;office6;622;93883.26
08.07.2018;00:00;office11;623;48082.42
20.07.2018;01:00;office11;624;38458.44
17.06.2018;14:00;office12;625;17083.17
29.09.2018;14:00;office8;626;97777.24
08.10.2018;07:00;office2;627;92037.32
28.04.2018;21:00;office14;628;41002.39
06.06.2018;02:00;office13;629;68949.19
13.03.2018;14:00;office16;630;41486.49
07.08.2018;19:00;office13;631;50163.48
23.09.2018;11:00;office15;632;66152.17
26.05.2018;02:00;office10;633;68121.29
21.01.2018;17:00;office13;634;32470.19
02.10.2018;11:00;office16;635;27973.46
03.09.2018;16:00;office5;636;38624.24
30.06.2018;00:00;office5;637;94041.24
04.08.2018;10:00;office11;638;88285.31
03.11.2018;09:00;office12;639;67236.28
13.06.2018;13:00;office8;640;82411.25
09.04.2018;06:00;office5;641;51021.31
04.10.2018;09:00;office2;642;39155.18
27.02.2018;02:00;office11;643;44372.26
16.10.2018;07:00;office1;644;21160.4
19.05.2018;23:00;office3;645;96043.49
09.06.2018;15:00;office8;646;97976.5
13.06.2018;01:00;office10;647;44261.46
17.06.2018;16:00;office6;648;91519.39
17.04.2018;12:00;office16;649;82335.46
22.07.2018;21:00;office11;650;16164.2
21.11.2018;12:00;office7;651;79739.24
16.08.2018;20:00;office2;652;16817.31
30.08.2018;00:00;office14;653;69737.22
29.11.2018;14:00;office4;654;72286.5
15.04.2018;14:00;office11;655;13668.14
21.09.2018;05:00;office11;656;56816.22
30.07.2018;13:00;office5;657;37693.32
05.10.2018;00:00;office5;658;70210.12
05.07.2018;12:00;office16;659;85730.26
13.02.2018;07:00;office1;660;68945.4
07.04.2018;21:00;office5;661;28221.35
12.09.2018;23:00;office12;662;72240.26
22.07.2018;00:00;office4;663;58185.2
14.01.2018;20:00;office9;664;46329.43
