date;time;sale_point_number;operation_number;sum_operation
11.10.2018;04:00;office4;114;25658.46
23.03.2018;03:00;office5;115;30257.14
26.11.2018;01:00;office16;116;48977.28
09.03.2018;22:00;office5;117;96606.47
11.02.2018;18:00;office1;118;57187.14
02.11.2018;09:00;office12;119;52667.38
09.01.2018;05:00;office16;120;28829.34
02.05.2018;10:00;office11;121;92313.26
25.02.2018;22:00;office8;122;39915.45
12.12.2018;09:00;office7;123;27630.29
15.01.2018;08:00;office6;124;37842.4
20.07.2018;14:00;office7;125;15735.14
03.04.2018;20:00;office16;126;41467.42
23.02.2018;05:00;office4;127;86645.27
10.07.2018;03:00;office14;128;53802.45
22.09.2018;04:00;office11;129;97160.35
31.08.2018;19:00;office9;130;87625.39
04.09.2018;02:00;office4;131;56261.32
15.12.2018;03:00;office12;132;97019.2
05.03.2018;15:00;office11;133;80795.32
25.03.2018;14:00;office7;134;98919.21
25.06.2018;11:00;office15;135;44643.35
19.07.2018;09:00;office5;136;53890.17
31.10.2018;23:00;office5;137;54792.45
22.07.2018;12:00;office8;138;92767.3
28.04.2018;05:00;office15;139;60927.34
29.09.2018;18:00;office7;140;82713.38
03.07.2018;01:00;office12;141;10729.13
11.05.2018;00:00;office1;142;65231.29
29.01.2018;20:00;office4;143;92018.39
25.04.2018;23:00;office7;144;20220.15
22.06.2018;12:00;office15;145;30846.49
12.11.2018;10:00;office15;146;48286.37
11.12.2018;05:00;office10;147;36482.31
11.03.2018;22:00;office1;148;12054.32
22.06.2018;05:00;office7;149;47509.17
03.03.2018;21:00;office5;150;47908.39
26.12.2018;17:00;office1;151;43176.17
15.10.2018;00:00;office7;152;32572.4
06.01.2018;19:00;office12;153;64330.3
03.09.2018;07:00;office2;154;54625.29
15.01.2018;17:00;office10;155;55744.4
28.02.2018;17:00;office6;156;93128.15
03.07.2018;19:00;office2;157;72554.28
09.03.2018;03:00;office14;158;10807.22
10.12.2018;12:00;office13;159;16481.4
27.08.2018;19:00;office11;160;35324.45
08.04.2018;06:00;office14;161;66116.5
23.11.2018;10:00;office7;162;50495.33
04.01.2018;02:00;office1;163;15020.39
27.01.2018;11:00;office10;164;55636.25
24.08.2018;06:00;office15;165;36485.37
24.05.2018;22:00;office1;166;32514.17
17.03.2018;05:00;office15;167;79343.29
05.03.2018;10:00;office3;168;52038.49
27.06.2018;05:00;office3;169;56467.3
01.08.2018;14:00;office4;170;72216.22
02.07.2018;19:00;office2;171;50890.39
03.05.2018;06:00;office7;172;38972.37
02.11.2018;22:00;office2;173;62523.48
13.10.2018;13:00;office6;174;89190.37
14.03.2018;21:00;office16;175;97531.19
04.12.2018;07:00;office6;176;88878.17
23.10.2018;02:00;office14;177;80402.45
17.06.2018;19:00;office10;178;92888.22
18.02.2018;19:00;office7;179;20158.12
17.12.2018;18:00;office1;180;93234.14
21.07.2018;12:00;office4;181;65149.42
05.12.2018;02:00;office1;182;85302.32
17.06.2018;06:00;office5;183;34738.27
09.02.2018;17:00;office13;184;13495.39
10.10.2018;05:00;office6;185;23219.27
01.10.2018;02:00;office16;186;69115.18
28.04.2018;04:00;office15;187;44148.48
19.08.2018;16:00;office10;188;98347.39
23.08.2018;01:00;office3;189;55315.38
10.03.2018;21:00;office11;190;90192.44
09.03.2018;00:00;office4;191;56319.15
04.06.2018;18:00;office9;192;97352.27
06.05.2018;16:00;office15;193;15987.35
21.12.2018;20:00;office15;194;84520.31
20.03.2018;23:00;office4;195;90437.38
13.04.2018;18:00;office8;196;33968.44
28.06.2018;14:00;office12;197;18192.38
01.10.2018;01:00;office11;198;36556.49
13.06.2018;04:00;office6;199;20765.13
20.07.2018;19:00;office5;200;50109.39
23.10.2018;12:00;office4;201;32970.45
06.12.2018;18:00;office12;202;78941.23
29.09.2018;05:00;office1;203;83714.29
30.07.2018;09:00;office6;204;10983.47
21.08.2018;12:00;office15;205;56111.47
17.05.2018;20:00;office15;206;67006.26
22.05.2018;04:00;office2;207;56393.23
03.08.2018;13:00;office13;208;22481.25
10.04.2018;09:00;office7;209;30058.26
01.05.2018;06:00;office7;210;42871.27
01.10.2018;07:00;office12;211;77498.24
27.09.2018;04:00;office2;212;23957.4
26.06.2018;04:00;office9;213;98325.24
26.07.2018;02:00;office6;214;96559.24
07.04.2018;00:00;office11;215;63693.36
27.05.2018;01:00;office9;216;84159.43
08.01.2018;16:00;office1;217;67998.12
17.03.2018;08:00;office9;218;45494.3
27.12.2018;21:00;office8;219;61040.25
24.06.2018;15:00;office1;220;33327.35
09.12.2018;16:00;office9;221;23550.47
25.02.2018;10:00;office2;222;75866.2
27.04.2018;01:00;office6;223;52624.2
24.12.2018;23:00;office14;224;69448.31
27.04.2018;03:00;office5;225;57873.2
14.08.2018;09:00;office7;226;15135.21
07.05.2018;17:00;office14;227;37943.4
11.12.2018;08:00;office5;228;70865.14
23.04.2018;07:00;office7;229;97669.25
30.08.2018;22:00;office7;230;61436.38
24.07.2018;08:00;office1;231;24780.49
20.11.2018;18:00;office16;232;12700.39
17.05.2018;11:00;office5;233;72101.42
27.01.2018;18:00;office11;234;82077.48
03.12.2018;20:00;office11;235;17318.29
13.06.2018;10:00;office15;236;45378.14
23.04.2018;03:00;office13;237;48372.32
18.09.2018;23:00;office2;238;52416.49
21.07.2018;23:00;office15;239;79608.35
12.10.2018;10:00;office14;240;64346.36
22.10.2018;16:00;office8;241;51292.23
18.10.2018;04:00;office7;242;52240.28
22.01.2018;23:00;office12;243;10480.12
25.07.2018;06:00;office3;244;81641.27
05.01.2018;13:00;office6;245;72460.31
25.03.2018;13:00;office12;246;46084.18
07.02.2018;06:00;office9;247;55332.17
19.08.2018;23:00;office7;248;23741.37
31.10.2018;04:00;office9;249;26701.36
26.08.2018;00:00;office13;250;19019.18
15.11.2018;18:00;office11;251;62006.39
19.08.2018;12:00;office9;252;79846.48
03.06.2018;23:00;office11;253;28510.17
07.10.2018;18:00;office11;254;62329.35
10.02.2018;14:00;office15;255;41123.25
24.10.2018;12:00;office10;256;49787.43
27.01.2018;07:00;office4;257;80428.47
31.12.2019;16:00;office6;258;26351.47
17.04.2018;15:00;office9;259;83138.42
01.08.2018;13:00;office6;260;49537.48
31.03.2018;08:00;office1;261;46699.35
07.02.2018;14:00;office10;262;20658.4
29.10.2018;01:00;office15;263;56377.21
22.08.2018;08:00;office3;264;11555.28
08.12.2018;11:00;office10;265;54494.18
27.02.2018;12:00;office8;266;37843.26
15.07.2018;00:00;office12;267;23280.29
14.07.2018;19:00;office3;268;23276.23
28.10.2018;03:00;office14;269;41161.38
17.01.2018;03:00;office12;270;88851.27
05.04.2018;06:00;office7;271;48197.21
31.05.2018;05:00;office5;272;92560.29
22.09.2018;08:00;office12;273;58293.5
21.11.2018;21:00;office15;274;42405.13
02.12.2018;03:00;office11;275;56619.47
26.01.2018;14:00;office16;276;57097.41
29.08.2018;07:00;office10;277;98246.21
16.03.2018;02:00;office15;278;96896.34
10.11.2018;01:00;office4;279;64782.27
04.05.2018;13:00;office15;280;20594.4
21.04.2018;16:00;office7;281;44985.3
23.04.2018;04:00;office7;282;26616.13
07.10.2018;04:00;office14;283;32248.13
16.08.2018;15:00;office7;284;49063.23
18.01.2018;07:00;office4;285;60864.4
27.09.2018;12:00;office15;286;15864.32
26.06.2018;16:00;office3;287;48659.47
08.11.2018;15:00;office5;288;48136.29
14.01.2018;04:00;office10;289;20929.13
04.12.2018;10:00;office8;290;90773.23
11.12.2018;03:00;office9;291;54759.23
08.10.2018;08:00;office10;292;36282.47
25.02.2018;18:00;office6;293;17055.21
06.02.2018;01:00;office11;294;64823.46
27.12.2018;22:00;office3;295;92703.47
14.09.2018;21:00;office14;296;91318.27
31.03.2018;20:00;office4;297;25010.45
22.08.2018;09:00;office4;298;79799.37
21.03.2018;16:00;office16;299;59294.2
27.03.2018;02:00;office10;300;41797.3
12.07.2018;11:00;office3;301;42867.16
07.11.2018;19:00;office12;302;45970.27
09.04.2018;03:00;office6;303;36152.25
06.06.2018;00:00;office13;304;96185.41
09.08.2018;17:00;office3;305;90322.2
23.07.2018;00:00;office8;306;55436.45
19.06.2018;13:00;office3;307;44512.38
05.06.2018;21:00;office14;308;66489.31
09.09.2018;02:00;office2;309;33105.34
20.12.2018;19:00;office4;310;70150.47
11.10.2018;08:00;office2;311;83474.49
08.08.2018;09:00;office14;312;50780.44
14.05.2018;13:00;office13;313;20945.35
26.02.2018;18:00;office16;314;20148.12
10.12.2018;11:00;office2;315;82688.32
21.03.2018;10:00;office1;316;85194.3
27.03.2018;15:00;office3;317;45475.2
18.02.2018;01:00;office8;318;84299.31
25.03.2018;23:00;office3;319;89993.44
30.01.2018;01:00;office3;320;95692.49
31.05.2018;09:00;office9;321;60645.49
06.01.2018;23:00;office13;322;73521.14
20.12.2018;19:00;office6;323;31764.41
06.11.2018;02:00;office6;324;67150.27
26.02.2018;21:00;office16;325;67301.14
08.03.2018;23:00;office7;326;92671.39
03.10.2018;16:00;office6;327;11900.34
03.04.2018;00:00;office11;328;59602.25
30.10.2018;21:00;office5;329;68649.33
27.10.2018;08:00;office15;330;95322.3
14.06.2018;05:00;office12;331;79766.39
23.12.2018;16:00;office7;332;30092.45
11.12.2018;12:00;office10;333;85133.44
04.04.2018;22:00;office14;334;40093.34
22.03.2018;04:00;office7;335;92576.4
29.09.2018;01:00;office16;336;37678.27
23.08.2018;03:00;office8;337;19875.37
04.09.2018;22:00;office7;338;79700.27
11.05.2018;11:00;office8;339;94988.28
01.10.2018;10:00;office4;340;89927.39
26.07.2018;13:00;office1;341;81652.48
15.10.2018;14:00;office12;342;85794.28
17.07.2018;05:00;office13;343;99709.38
26.08.2018;12:00;office5;344;80302.18
24.02.2018;11:00;office11;345;72551.32
21.05.2018;11:00;office5;346;65259.33
24.11.2018;07:00;office7;347;21645.14
20.09.2018;19:00;office13;348;95177.36
03.11.2018;17:00;office3;349;61341.5
23.05.2018;01:00;office14;350;20428.19
25.07.2018;11:00;office1;351;60608.42
02.07.2018;09:00;office5;352;99873.5
19.10.2018;07:00;office2;353;83655.33
04.03.2018;15:00;office6;354;32369.16
17.10.2018;23:00;office14;355;17260.22
11.01.2018;03:00;office3;356;36343.48
11.01.2018;01:00;office12;357;33064.41
09.12.2018;23:00;office12;358;55584.27
17.05.2018;23:00;office14;359;66464.39
09.11.2018;03:00;office3;360;13281.4
20.07.2018;15:00;office13;361;22686.36
13.04.2018;10:00;office7;362;65972.24
20.08.2018;15:00;office10;363;19018.14
29.09.2018;04:00;office1;364;40534.28
22.06.2018;06:00;office12;365;15370.22
10.03.2018;03:00;office15;366;92324.21
22.11.2018;02:00;office7;367;63882.29
22.08.2018;01:00;office4;368;58766.18
01.09.2018;21:00;office16;369;84519.27
19.12.2018;07:00;office5;370;43432.2
12.01.2018;15:00;office16;371;75280.28
03.12.2018;06:00;office2;372;92667.2
16.11.2018;01:00;office6;373;86830.19
19.05.2018;20:00;office7;374;51990.12
13.11.2018;06:00;office14;375;25013.42
28.01.2018;13:00;office11;376;73969.3
26.06.2018;18:00;office14;377;92360.3
16.04.2018;15:00;office5;378;43467.33
15.04.2018;23:00;office15;379;51696.4
03.02.2018;19:00;office15;380;91384.44
12.07.2018;19:00;office5;381;66046.25
25.03.2018;11:00;office15;382;60398.22
03.08.2018;03:00;office13;383;34051.33
10.03.2018;17:00;office14;384;42558.39
09.08.2018;22:00;office14;385;22965.5
31.05.2018;17:00;office2;386;21761.34
15.12.2018;09:00;office1;387;15684.2
09.02.2018;03:00;office1;388;52138.22
21.08.2018;05:00;office5;389;72460.46
19.10.2018;03:00;office7;390;68747.44
29.04.2018;18:00;office10;391;81965.5
29.03.2018;04:00;office10;392;98028.36
20.10.2018;18:00;office8;393;72269.41
27.02.2018;23:00;office2;394;93656.42
01.10.2018;22:00;office5;395;30508.47
01.05.2018;00:00;office13;396;75279.38
11.10.2018;01:00;office15;397;53156.23
29.10.2018;19:00;office7;398;98666.37
19.07.2018;13:00;office12;399;65415.46
26.01.2018;08:00;office4;400;72549.12
01.12.2018;08:00;office4;401;54722.14
20.09.2018;11:00;office16;402;30271.19
28.12.2018;14:00;office4;403;90275.33
01.12.2018;09:00;office1;404;42970.42
11.03.2018;06:00;office10;405;39416.47
21.01.2018;20:00;office11;406;66939.24
30.12.2018;12:00;office8;407;24392.15
14.11.2018;14:00;office14;408;47516.22
08.07.2018;01:00;office16;409;66112.34
05.10.2018;13:00;office1;410;62181.4
28.07.2018;04:00;office9;411;11248.18
24.03.2018;18:00;office2;412;70335.33
21.03.2018;22:00;office8;413;84528.17
29.07.2018;01:00;office4;414;79361.39
11.02.2018;08:00;office14;415;33571.39
31.12.2019;15:00;office4;416;44780.37
11.10.2018;05:00;office7;417;10079.15
01.09.2018;14:00;office12;418;63480.22
03.06.2018;07:00;office3;419;66422.16
06.04.2018;09:00;office2;420;55609.35
13.04.2018;10:00;office6;421;86686.18
11.12.2018;01:00;office16;422;25542.2
24.05.2018;11:00;office14;423;20094.39
19.02.2018;03:00;office13;424;14698.3
01.05.2018;06:00;office2;425;72016.29
18.08.2018;23:00;office13;426;21302.43
06.03.2018;01:00;office2;427;81408.12
26.04.2018;18:00;office1;428;16502.46
14.04.2018;20:00;office3;429;42430.2
13.01.2018;13:00;office13;430;86978.36
16.07.2018;05:00;office7;431;95666.5
30.12.2018;13:00;office3;432;90552.42
05.10.2018;12:00;office13;433;97076.2
04.03.2018;02:00;office15;434;32718.45
07.01.2018;11:00;office1;435;27646.2
09.01.2018;11:00;office15;436;64477.32
26.11.2018;19:00;office15;437;90760.25
01.05.2018;00:00;office15;438;86701.3
11.03.2018;15:00;office10;439;83646.27
20.07.2018;13:00;office3;440;76790.18
01.05.2018;01:00;office15;441;46287.26
21.12.2018;22:00;office13;442;66475.15
24.11.2018;22:00;office16;443;70434.39
16.09.2018;15:00;office5;444;87008.18
18.11.2018;18:00;office4;445;23856.38
03.02.2018;09:00;office14;446;18257.25
10.07.2018;10:00;office9;447;89982.3
17.09.2018;19:00;office1;448;26552.46
08.05.2018;22:00;office9;449;90153.43
25.10.2018;14:00;office3;450;69922.27
02.10.2018;10:00;office2;451;80239.33
02.03.2018;07:00;office16;452;87502.37
05.12.2018;16:00;office8;453;56823.44
19.02.2018;09:00;office8;454;38173.19
21.08.2018;16:00;office8;455;77709.32
21.10.2018;02:00;office11;456;69418.34
28.06.2018;02:00;office13;457;82150.24
09.03.2018;10:00;office11;458;88712.27
05.12.2018;17:00;office1;459;71292.21
13.01.2018;10:00;office3;460;23492.42
10.06.2018;08:00;office7;461;68641.29
04.10.2018;03:00;office7;462;38255.3
10.10.2018;01:00;office7;463;55653.24
17.02.2018;17:00;office14;464;84499.26
10.10.2018;17:00;office7;465;30538.17
01.03.2018;03:00;office6;466;78634.37
18.01.2018;12:00;office9;467;48141.35
18.12.2018;12:00;office10;468;63524.41
16.11.2018;18:00;office8;469;70682.2
04.02.2018;14:00;office10;470;28404.25
27.06.2018;14:00;office5;471;98864.33
05.06.2018;03:00;office15;472;19756.15
05.10.2018;02:00;office4;473;51224.47
10.10.2018;10:00;office10;474;98355.27
23.06.2018;12:00;office6;475;94495.34
18.03.2018;03:00;office3;476;12374.16
18.03.2018;14:00;office7;477;42954.36
04.02.2018;19:00;office8;478;60010.29
29.06.2018;01:00;office1;479;12984.22
25.06.2018;15:00;office12;480;10389.34
04.07.2018;15:00;office14;481;42096.47
30.09.2018;16:00;office15;482;84451.21
25.05.2018;18:00;office4;483;84071.39
12.04.2018;11:00;office12;484;55791.48
04.11.2018;07:00;office10;485;62623.28
08.04.2018;21:00;office9;486;52380.25
23.09.2018;18:00;office9;487;19759.31
15.04.2018;23:00;office4;488;49003.37
02.01.2018;16:00;office15;489;20202.29
10.02.2018;15:00;office4;490;13550.38
11.05.2018;14:00;office13;491;56403.14
27.08.2018;02:00;office10;492;13203.31
02.08.2018;21:00;office15;493;69981.25
24.10.2018;11:00;office2;494;83484.5
04.08.2018;02:00;office1;495;23680.44
20.06.2018;04:00;office10;496;72629.45
10.01.2018;14:00;office12;497;40180.16
06.03.2018;23:00;office2;498;42887.37
11.12.2018;18:00;office6;499;70614.46
29.08.2018;19:00;office2;500;92053.39
21.06.2018;01:00;office13;501;71389.33
20.11.2018;14:00;office6;502;67120.13
16.06.2018;10:00;office1;503;13649.4
08.01.2018;07:00;office10;504;94951.5
06.05.2018;04:00;office1;505;69207.5
24.06.2018;09:00;office3;506;29710.4
12.05.2018;23:00;office2;507;98296.45
03.10.2018;22:00;office7;508;58670.38
02.05.2018;19:00;office5;509;96415.45
21.08.2018;17:00;office11;510;96833.47
16.06.2018;12:00;office12;511;20203.44
22.09.2018;09:00;office16;512;50829.23
09.10.2018;00:00;office12;513;84046.4
13.05.2018;22:00;office2;514;55838.35
17.10.2018;06:00;office1;515;26924.44
20.08.2018;21:00;office7;516;92231.29
29.04.2018;06:00;office15;517;80274.34
14.08.2018;11:00;office13;518;48599.27
18.10.2018;16:00;office11;519;88025.22
10.03.2018;03:00;office12;520;91998.43
05.06.2018;06:00;office14;521;16827.14
14.01.2018;07:00;office10;522;36451.49
05.05.2018;00:00;office11;523;38865.18
27.09.2018;16:00;office13;524;26818.27
31.01.2018;18:00;office3;525;65276.32
01.02.2018;22:00;office16;526;25023.14
26.05.2018;00:00;office10;527;66094.45
21.12.2018;14:00;office8;528;11998.3
21.09.2018;05:00;office11;529;84173.27
29.08.2018;22:00;office8;530;45449.24
13.02.2018;13:00;office1;531;83266.39
14.12.2018;01:00;office15;532;63972.28
21.08.2018;16:00;office12;533;24842.4
12.12.2018;10:00;office10;534;19372.28
12.09.2018;03:00;office14;535;29142.14
08.09.2018;11:00;office4;536;64438.39
11.02.2018;06:00;office3;537;76209.29
21.04.2018;10:00;office9;538;91260.31
23.04.2018;08:00;office2;539;29178.19
25.03.2018;00:00;office7;540;26190.36
31.01.2018;09:00;office16;541;64760.33
25.05.2018;01:00;office2;542;54620.48
16.08.2018;04:00;office15;543;87127.28
08.05.2018;02:00;office16;544;58681.23
22.12.2018;19:00;office8;545;32299.38
22.02.2018;22:00;office6;546;17872.45
08.01.2018;08:00;office7;547;24343.2
29.03.2018;07:00;office3;548;21937.42
07.05.2018;07:00;office9;549;61281.38
03.10.2018;20:00;office5;550;16353.43
22.11.2018;20:00;office4;551;64999.15
11.07.2018;14:00;office7;552;43999.12
24.05.2018;12:00;office5;553;97397.34
19.11.2018;02:00;office9;554;63398.37
15.12.2018;14:00;office10;555;70423.16
17.05.2018;06:00;office3;556;70619.24
05.09.2018;09:00;office8;557;94692.21
19.01.2018;03:00;office8;558;72507.34
23.01.2018;18:00;office14;559;90658.22
27.03.2018;22:00;office14;560;94688.45
06.12.2018;20:00;office4;561;36367.49
09.09.2018;07:00;office9;562;82723.43
06.04.2018;05:00;office1;563;78358.2
14.06.2018;06:00;office10;564;58598.39
15.03.2018;17:00;office8;565;46565.28
15.07.2018;16:00;office2;566;60132.26
01.03.2018;01:00;office6;567;20917.47
11.01.2018;21:00;office16;568;22153.16
12.03.2018;17:00;office7;569;40931.5
31.07.2018;06:00;office10;570;34966.16
22.05.2018;12:00;office15;571;13489.44
18.02.2018;01:00;office6;572;38446.33
09.10.2018;08:00;office1;573;17937.41
07.05.2018;12:00;office14;574;52276.21
16.04.2018;01:00;office5;575;96244.26
11.09.2018;02:00;office16;576;90875.27
04.03.2018;22:00;office11;577;97748.15
01.06.2018;17:00;office2;578;73695.32
08.03.2018;13:00;office2;579;15485.41
25.12.2018;07:00;office15;580;17916.19
23.12.2018;15:00;office11;581;89284.23
29.09.2018;08:00;office8;582;64460.48
30.05.2018;12:00;office6;583;62084.49
29.01.2018;23:00;office15;584;27518.25
18.02.2018;04:00;office9;585;58562.41
02.02.2018;15:00;office10;586;20075.23
13.10.2018;17:00;office16;587;72184.25
10.05.2018;17:00;office5;588;92021.4
27.01.2018;16:00;office14;589;28154.15
09.01.2018;12:00;office1;590;34756.47
21.01.2018;09:00;office8;591;76782.46
10.05.2018;14:00;office5;592;10427.34
21.08.2018;03:00;office8;593;54027.12
14.05.2018;19:00;office6;594;64676.25
02.11.2018;17:00;office11;595;32714.4
28.08.2018;01:00;office5;596;97764.41
10.07.2018;18:00;office12;597;13327.3
12.10.2018;09:00;office15;598;76430.28
07.12.2018;19:00;office10;599;19333.44
08.09.2018;22:00;office1;600;56125.37
14.09.2018;21:00;office1;601;63081.46
28.02.2018;05:00;office8;602;52882.2
24.04.2018;14:00;office8;603;78059.48
12.07.2018;08:00;office7;604;59925.29
04.10.2018;16:00;office4;605;75259.41
08.05.2018;10:00;office15;606;65571.43
09.04.2018;03:00;office1;607;58371.49
11.05.2018;17:00;office7;608;53544.16
27.07.2018;18:00;office13;609;74698.24
19.09.2018;22:00;office5;610;65940.12
29.12.2018;08:00;office4;611;66416.5
18.01.2018;22:00;office10;612;10540.31
07.06.2018;09:00;office4;613;70322.2
12.11.2018;22:00;office3;614;37016.24
17.02.2018;16:00;office10;615;92314.13
23.10.2018;16:00;office5;616;68265.17
09.06.2018;12:00;office9;617;78468.18
14.03.2018;00:00;office2;618;73300.28
05.10.2018;01:00;office15;619;88462.42
23.01.2018;20:00;office9;620;61185.24
21.05.2018;00:00;office12;621;75954.47
24.04.2018;07:00;office6;622;56634.37
09.02.2018;21:00;office8;623;21126.22
28.06.2018;12:00;office6;624;82059.14
15.05.2018;12:00;office13;625;30296.48
24.09.2018;02:00;office12;626;17344.49
24.07.2018;10:00;office4;627;52959.38
04.10.2018;04:00;office5;628;27867.48
25.11.2018;20:00;office7;629;86635.3
04.06.2018;13:00;office13;630;83814.45
05.06.2018;03:00;office7;631;75473.34
23.03.2018;21:00;office8;632;17557.12
20.09.2018;18:00;office13;633;16810.29
10.03.2018;15:00;office4;634;30519.18
18.10.2018;12:00;office12;635;66618.21
20.02.2018;22:00;office1;636;30500.24
26.11.2018;16:00;office13;637;10279.4
26.09.2018;02:00;office12;638;25726.14
15.07.2018;01:00;office9;639;49983.3
15.05.2018;06:00;office2;640;52611.2
22.06.2018;23:00;office1;641;16774.16
17.10.2018;23:00;office14;642;40961.49
18.05.2018;16:00;office4;643;57075.37
11.02.2018;19:00;office1;644;74309.38
15.06.2018;20:00;office6;645;68688.3
09.12.2018;23:00;office16;646;12855.16
29.10.2018;10:00;office6;647;20571.29
01.07.2018;15:00;office8;648;66177.24
07.08.2018;05:00;office6;649;54903.45
11.08.2018;03:00;office13;650;26538.45
07.12.2018;06:00;office11;651;75355.26
31.12.2019;21:00;office14;652;36736.33
28.03.2018;08:00;office5;653;86412.35
21.01.2018;21:00;office14;654;19583.33
26.02.2018;22:00;office1;655;15815.5
05.08.2018;00:00;office4;656;79118.21
10.03.2018;21:00;office5;657;81832.36
09.02.2018;12:00;office4;658;29646.29
09.11.2018;00:00;office12;659;86340.2
18.02.2018;13:00;office15;660;47520.28
16.04.2018;23:00;office7;661;21371.46
15.11.2018;04:00;office5;662;30927.35
10.04.2018;07:00;office6;663;82872.23
03.05.2018;12:00;office1;664;53154.15
